date,open,high,low,close,volume
2014-09-17,465.86401,468.17401,452.422,457.33401,
2014-09-18,456.85999,456.85999,413.104,424.44,
2014-09-19,424.103,427.83499,384.53201,394.79599,
2014-09-20,394.673,423.29599,389.883,408.90399,
2014-09-21,408.084991,412.42599,393.181,398.82101,
2014-09-22,399.10001,406.91599,397.13,402.15201,
2014-09-23,402.09201,441.55701,396.19699,435.79099,
2014-09-24,435.75101,436.112,421.13199,423.20499,
2014-09-25,423.15601,423.51999,409.46799,411.57401,
2014-09-26,411.42899,414.93799,400.0090027,404.42499,
2014-09-27,403.556,406.62299,397.37201,399.51999,
2014-09-28,399.47101,401.016998,374.332,377.181,
2014-09-29,376.92801,385.211,372.23999,375.46701,
2014-09-30,376.088013,390.97699,373.44299,386.944,
2014-10-01,387.427,391.379,380.78,383.61499,
2014-10-02,383.98801,385.49701,372.94601,375.071991,
2014-10-03,375.181,377.69501,357.85901,359.51199,
2014-10-04,359.892,364.487,325.88599,328.866,
2014-10-05,328.91599,341.80099,289.29599,320.51001,
2014-10-06,320.38901,345.134,302.56,330.07901,
2014-10-07,330.58401,339.24701,320.48199,336.18701,
2014-10-08,336.116,354.36401,327.18799,352.94,
2014-10-09,352.74799,382.72601,347.68701,365.026001,
2014-10-10,364.68701,375.066986,352.96301,361.56201,
2014-10-11,361.362,367.19101,355.95099,362.29901,
2014-10-12,362.60599,379.43301,356.14401,378.54901,
2014-10-13,377.92099,397.22601,368.897,390.414,
2014-10-14,391.69199,411.698,391.32401,400.87,
2014-10-15,400.95499,402.22699,388.76599,394.77301,
2014-10-16,394.51801,398.80701,373.070007,382.556,
2014-10-17,382.75601,385.478,375.38901,383.758,
2014-10-18,383.97601,395.15799,378.97101,391.44199,
2014-10-19,391.254,393.939,386.457,389.54599,
2014-10-20,389.23099,390.084015,378.25201,382.845,
2014-10-21,382.42099,392.646,380.83401,386.47501,
2014-10-22,386.11801,388.57599,382.24899,383.15799,
2014-10-23,382.96201,385.048004,356.44699,358.41699,
2014-10-24,358.591,364.345,353.30499,358.345,
2014-10-25,358.61099,359.86099,342.87701,347.271,
2014-10-26,347.487,359.22101,343.931,354.70401,
2014-10-27,354.77701,358.63199,349.80899,352.98901,
2014-10-28,353.215,359.98401,352.67899,357.61801,
2014-10-29,357.088989,357.83301,335.34299,335.591,
2014-10-30,335.70901,350.91299,335.071991,345.30499,
2014-10-31,345.0090027,348.045013,337.142,338.32101,
2014-11-01,338.64999,340.52899,321.054993,325.74899,
2014-11-02,326.075012,329.049988,320.62601,325.892,
2014-11-03,325.569,334.0020142,325.48099,327.55399,
2014-11-04,327.16101,331.767,325.076996,330.492,
2014-11-05,330.68301,343.36899,330.68301,339.48599,
2014-11-06,339.45801,352.966,338.42401,349.29001,
2014-11-07,349.81799,352.73199,341.776,342.41501,
2014-11-08,342.15399,347.032013,342.15399,345.48801,
2014-11-09,345.37601,363.62601,344.255,363.26401,
2014-11-10,362.26501,374.81601,357.561,366.92401,
2014-11-11,365.85699,371.31,363.73499,367.69501,
2014-11-12,367.98499,429.71799,367.98499,423.561,
2014-11-13,427.27301,457.092987,401.12299,420.73499,
2014-11-14,418.41699,419.25201,384.789,397.81799,
2014-11-15,399.64999,405.52802,371.0079956,376.133,
2014-11-16,374.73001,390.79901,374.60199,387.88199,
2014-11-17,388.349,410.19901,377.50201,387.40799,
2014-11-18,387.785,392.40201,371.117,375.198,
2014-11-19,373.896,386.48099,373.896,380.55499,
2014-11-20,380.30701,382.024994,356.78101,357.84,
2014-11-21,357.879,357.879,344.112,350.84799,
2014-11-22,351.604,364.841,350.87799,352.92001,
2014-11-23,353.17499,370.845,353.17499,367.573,
2014-11-24,366.948,387.20901,366.66901,376.901,
2014-11-25,376.88599,394.70099,374.784,375.34799,
2014-11-26,376.019012,377.698,365.81601,368.37,
2014-11-27,370.50201,373.992,368.28201,369.67001,
2014-11-28,369.37399,382.83801,358.45499,376.44699,
2014-11-29,376.15201,387.60101,372.14499,375.491,
2014-11-30,375.51001,382.52701,373.30899,378.046997,
2014-12-01,378.24899,383.66199,376.66901,379.245,
2014-12-02,379.25,384.037994,377.86301,381.315,
2014-12-03,381.72198,383.026001,374.34601,375.01001,
2014-12-04,375.71799,378.655,367.759,369.604,
2014-12-05,369.44199,379.19199,365.75601,376.854,
2014-12-06,376.75699,378.448,370.94501,374.785,
2014-12-07,374.836,376.29199,373.27499,375.095001,
2014-12-08,374.965,376.028992,361.88599,361.909,
2014-12-09,361.89499,363.066986,344.95099,352.21899,
2014-12-10,352.20499,352.384,346.36499,346.36499,
2014-12-11,344.34,361.35699,338.763,350.50601,
2014-12-12,350.83301,352.983,349.29099,352.54199,
2014-12-13,352.38101,352.38101,346.58801,347.37601,
2014-12-14,346.72699,353.31601,345.418,351.63199,
2014-12-15,351.36099,351.815,344.93399,345.345,
2014-12-16,345.673,345.85901,327.062012,327.062012,
2014-12-17,326.85501,333.95401,315.15201,319.776,
2014-12-18,319.785,323.70901,304.23199,311.396,
2014-12-19,311.17899,318.53299,306.76901,317.84299,
2014-12-20,317.61899,330.32501,316.044006,329.95599,
2014-12-21,329.543,329.629,318.90302,320.84299,
2014-12-22,321.067993,334.117,320.42499,331.88599,
2014-12-23,332.016998,336.28699,329.60199,334.57199,
2014-12-24,334.38501,334.741,321.35699,322.534,
2014-12-25,322.28601,322.67001,316.95801,319.0079956,
2014-12-26,319.15201,331.42401,316.62701,327.92401,
2014-12-27,327.58301,328.91101,312.63,315.86301,
2014-12-28,316.16,320.028015,311.078003,317.23901,
2014-12-29,317.70099,320.267,312.30701,312.67001,
2014-12-30,312.71899,314.80899,309.37299,310.737,
2014-12-31,310.914,320.19299,310.211,320.19299,
2015-01-01,320.435,320.435,314.0029907,314.24899,
2015-01-02,314.07901,315.83899,313.565,315.032013,
2015-01-03,314.84601,315.14999,281.082001,281.082001,
2015-01-04,281.146,287.23001,257.612,264.19501,
2015-01-05,265.084015,278.341,265.084015,274.474,
2015-01-06,274.61099,287.55301,272.69601,286.189,
2015-01-07,286.076996,298.754,283.07901,294.33701,
2015-01-08,294.13501,294.13501,282.17499,283.349,
2015-01-09,282.383,291.11401,280.53299,290.40799,
2015-01-10,287.30301,288.12701,273.966,274.79599,
2015-01-11,274.608,279.638,265.039001,265.66,
2015-01-12,266.146,272.203,265.20001,267.79599,
2015-01-13,267.39401,268.27701,219.90601,225.86099,
2015-01-14,223.894,223.894,171.50999,178.103,
2015-01-15,176.897,229.067001,176.897,209.84399,
2015-01-16,209.070007,221.591,199.771,208.097,
2015-01-17,207.834,211.731,194.875,199.25999,
2015-01-18,200.050003,218.69501,194.506,210.339,
2015-01-19,211.47099,216.728,207.31799,214.86099,
2015-01-20,212.907,215.241,205.153,211.315,
2015-01-21,211.37801,227.78799,211.21201,226.897,
2015-01-22,227.32201,237.018997,226.43401,233.40601,
2015-01-23,233.517,234.845,225.196,232.879,
2015-01-24,232.7,248.21001,230.022003,247.847,
2015-01-25,247.35201,255.074005,243.89,253.718,
2015-01-26,254.078995,309.384,254.078995,273.47299,
2015-01-27,273.16699,275.48001,250.653,263.47501,
2015-01-28,263.35101,266.535,227.046005,233.91499,
2015-01-29,233.34801,238.70599,220.71201,233.513,
2015-01-30,232.772,242.851,225.839,226.425,
2015-01-31,226.44099,233.504,216.30901,217.464,
2015-02-01,216.867,231.57401,212.014999,226.972,
2015-02-02,226.491,242.175,222.659,238.229,
2015-02-03,237.45399,245.957,224.483,227.26801,
2015-02-04,227.511,230.057999,221.11301,226.853,
2015-02-05,227.66499,239.405,214.72501,217.11099,
2015-02-06,216.923,230.50999,216.23199,222.26601,
2015-02-07,222.633,230.299,222.60699,227.754,
2015-02-08,227.69299,229.438,221.076996,223.412,
2015-02-09,223.38901,223.97701,217.018997,220.11,
2015-02-10,220.282,221.80701,215.332,219.839,
2015-02-11,219.73199,223.40601,218.074005,219.185,
2015-02-12,219.20799,222.19901,217.614,221.76401,
2015-02-13,221.96899,240.259,221.26199,235.427,
2015-02-14,235.528,259.80801,235.528,257.32101,
2015-02-15,257.50699,265.61099,227.68401,234.825,
2015-02-16,234.825,239.521,229.022003,233.843,
2015-02-17,233.422,245.77499,232.314,243.61,
2015-02-18,243.78,244.25101,232.34,236.326,
2015-02-19,236.41,242.672,235.592,240.283,
2015-02-20,240.25101,247.101,239.299,243.77901,
2015-02-21,243.752,255.32001,243.18401,244.534,
2015-02-22,244.54401,246.392,233.851,235.97701,
2015-02-23,235.995,240.10899,232.42101,238.892,
2015-02-24,238.998,239.901,236.40199,238.735,
2015-02-25,238.89,239.34,235.53,237.47,
2015-02-26,237.33701,237.71001,234.257,236.42599,
2015-02-27,236.436,256.65302,236.436,253.828,
2015-02-28,253.52,254.692,249.479,254.263,
2015-03-01,254.283,261.66,245.933,260.202,
2015-03-02,260.35699,276.30099,258.31299,275.67001,
2015-03-03,275.04599,285.79599,268.16101,281.702,
2015-03-04,281.98999,284.22501,268.12601,273.09201,
2015-03-05,272.73901,281.66699,264.76901,276.17801,
2015-03-06,275.60001,277.608,270.015015,272.72299,
2015-03-07,272.29401,277.854,270.133,276.26099,
2015-03-08,276.43301,277.858,272.565,274.354,
2015-03-09,274.81201,292.70099,273.89301,289.60699,
2015-03-10,289.862,300.044006,289.74301,291.76001,
2015-03-11,291.52499,297.39099,290.508,296.379,
2015-03-12,296.12701,297.088013,292.41299,294.354,
2015-03-13,294.11801,294.49799,285.33701,285.33701,
2015-03-14,284.44199,286.34201,280.97601,281.88501,
2015-03-15,281.42499,286.52899,280.996,286.39301,
2015-03-16,285.685,294.112,285.685,290.59299,
2015-03-17,290.595,292.36499,284.37399,285.505,
2015-03-18,285.066986,285.336,249.87,256.29901,
2015-03-19,255.88,264.24399,248.636,260.92801,
2015-03-20,260.95599,264.84799,259.16199,261.74899,
2015-03-21,261.64401,262.19601,255.64999,260.024994,
2015-03-22,259.91699,269.74701,259.59,267.95999,
2015-03-23,267.89499,277.297,261.745,266.73999,
2015-03-24,266.577,267.0029907,244.155,245.595,
2015-03-25,247.472,249.19,236.515,246.19701,
2015-03-26,246.276,254.354,244.905,248.532,
2015-03-27,248.56599,256.811,245.213,247.029007,
2015-03-28,246.97501,254.205,246.97501,252.798,
2015-03-29,252.74001,253.13901,240.85001,242.713,
2015-03-30,242.879,249.242,239.214,247.526,
2015-03-31,247.45399,248.73,242.739,244.224,
2015-04-01,244.22301,247.541,241.16,247.272,
2015-04-02,247.089005,254.461,245.416,253.0050049,
2015-04-03,253.074005,256.042999,251.879,254.32201,
2015-04-04,254.291,255.258,251.10001,253.69701,
2015-04-05,253.761,260.67499,251.942,260.59799,
2015-04-06,260.72101,261.798,254.575,255.492,
2015-04-07,255.274,255.80499,252.205,253.17999,
2015-04-08,253.063995,253.847,244.215,245.022003,
2015-04-09,244.75101,246.118,239.39999,243.67599,
2015-04-10,243.694,243.694,232.771,236.072006,
2015-04-11,236.016006,239.537,234.175,236.552,
2015-04-12,236.535,237.728,233.495,236.153,
2015-04-13,235.95,236.935,221.996,224.58701,
2015-04-14,224.759,224.976,216.323,219.159,
2015-04-15,219.072998,223.83299,218.649,223.83299,
2015-04-16,223.91701,229.672,223.91701,228.573,
2015-04-17,228.575,228.90601,221.942,222.882,
2015-04-18,222.853,224.31599,220.87601,223.356,
2015-04-19,223.45599,226.353,222.373,222.60001,
2015-04-20,222.612,226.351,221.97701,224.62601,
2015-04-21,224.62,235.269,224.30099,235.269,
2015-04-22,235.60201,237.909,233.476,234.17599,
2015-04-23,234.052994,236.47501,233.19901,236.46201,
2015-04-24,235.97,236.30499,229.933,231.26801,
2015-04-25,231.235,232.561,226.33701,226.39,
2015-04-26,226.41,226.944,214.87399,219.42999,
2015-04-27,219.429,233.30499,218.022995,229.286,
2015-04-28,228.96899,229.495,223.069,225.855,
2015-04-29,225.591,227.039993,223.42999,225.808,
2015-04-30,225.69299,239.563,224.993,236.145,
2015-05-01,235.939,238.966,232.078995,232.078995,
2015-05-02,232.341,235.72701,232.341,234.92999,
2015-05-03,234.88,243.24001,234.082993,240.358,
2015-05-04,240.356,242.638,237.81,239.018005,
2015-05-05,238.85201,239.20399,232.054001,236.121,
2015-05-06,236.24899,236.45399,229.231,229.782,
2015-05-07,229.662,239.105,228.573,237.334,
2015-05-08,237.20399,246.27499,236.274,243.86301,
2015-05-09,243.769,247.804,239.63901,241.832,
2015-05-10,241.729,244.067993,238.849,240.29601,
2015-05-11,240.299,244.27,239.37601,242.158,
2015-05-12,242.145,242.881,240.098999,241.112,
2015-05-13,241.39799,243.70399,235.044998,236.377,
2015-05-14,236.214,237.799,234.057007,236.929,
2015-05-15,236.955,238.75301,236.795,237.605,
2015-05-16,237.644,237.69701,235.295,236.153,
2015-05-17,236.0099945,238.024994,236.0099945,236.802,
2015-05-18,236.88699,237.21001,232.46001,233.12801,
2015-05-19,233.037003,234.151,231.817,231.94701,
2015-05-20,231.89,234.683,231.842,234.018005,
2015-05-21,234.016006,236.242,233.83501,235.34399,
2015-05-22,235.321,240.96899,235.059998,240.34801,
2015-05-23,240.286,241.024994,238.69099,238.87199,
2015-05-24,238.976,241.978,238.811,240.953,
2015-05-25,240.927,241.020996,236.63699,237.11,
2015-05-26,237.104,238.242,235.692,237.116,
2015-05-27,237.065002,238.636,236.69501,237.283,
2015-05-28,237.257,237.82401,236.65199,237.408,
2015-05-29,237.377,237.522,235.731,237.095993,
2015-05-30,237.091995,237.093002,232.046005,233.345,
2015-05-31,233.13499,233.252,229.54201,230.19,
2015-06-01,230.233,231.713,221.29601,222.92599,
2015-06-02,222.894,226.416,222.41901,225.80299,
2015-06-03,225.73599,227.40401,223.92999,225.87399,
2015-06-04,225.772,226.58099,224.054001,224.32401,
2015-06-05,224.15401,225.968,223.179,224.952,
2015-06-06,225.0050049,225.71899,224.379,225.619,
2015-06-07,225.59599,226.194,222.65199,222.881,
2015-06-08,222.879,229.464,222.839,228.489,
2015-06-09,228.53799,230.95399,227.929,229.048004,
2015-06-10,228.995,229.782,228.0099945,228.80299,
2015-06-11,228.855,230.287,228.767,229.705,
2015-06-12,229.705,231.057007,229.313,229.98199,
2015-06-13,229.92,232.65199,229.21001,232.40199,
2015-06-14,232.442,234.858,232.0039978,233.543,
2015-06-15,233.422,237.836,233.422,236.823,
2015-06-16,236.765,251.742,236.12199,250.895,
2015-06-17,250.823,256.853,246.476,249.284,
2015-06-18,249.42799,252.108,244.127,249.0070038,
2015-06-19,249.042999,250.97701,243.787,244.606,
2015-06-20,244.53,245.828,240.627,245.21201,
2015-06-21,245.10001,245.224,241.882,243.944,
2015-06-22,243.96899,247.91701,243.77901,246.99001,
2015-06-23,246.927,247.304,243.133,244.29601,
2015-06-24,244.282,244.341,240.515,240.515,
2015-06-25,240.36501,243.332,240.36501,242.799,
2015-06-26,242.604,243.74899,241.55299,243.59399,
2015-06-27,243.549,251.339,243.117,250.99001,
2015-06-28,250.955,251.172,247.43401,249.011002,
2015-06-29,248.72099,257.173,248.58099,257.063995,
2015-06-30,257.036011,267.867,255.946,263.071991,
2015-07-01,263.345,265.172,255.774,258.621,
2015-07-02,258.552,261.63101,254.116,255.412,
2015-07-03,255.459,257.076996,253.505,256.336,
2015-07-04,256.491,261.457,254.2,260.88599,
2015-07-05,260.80499,274.50601,258.70099,271.91299,
2015-07-06,271.108,277.422,267.60001,269.029999,
2015-07-07,269.96301,271.341,264.832,266.207,
2015-07-08,265.98199,272.97101,264.38599,270.785,
2015-07-09,270.827,272.33499,267.085999,269.228,
2015-07-10,269.15601,294.591,268.802,284.89401,
2015-07-11,284.88,298.50601,283.53,293.11499,
2015-07-12,293.14001,314.39401,292.505,310.867,
2015-07-13,310.827,310.948,281.010986,292.053986,
2015-07-14,292.033997,296.147,286.638,287.46399,
2015-07-15,288.045013,293.24799,285.367,285.82901,
2015-07-16,286.041992,291.18301,275.23999,278.088989,
2015-07-17,278.091003,280.28,272.042999,279.47198,
2015-07-18,279.33099,282.52701,274.075012,274.901,
2015-07-19,274.767,275.67001,272.513,273.61401,
2015-07-20,273.49899,278.98099,272.95999,278.98099,
2015-07-21,278.88199,280.547,275.41901,275.83301,
2015-07-22,275.65701,277.66599,274.38101,277.22198,
2015-07-23,277.341,278.11099,275.716,276.049011,
2015-07-24,276.0050049,289.25299,275.254,288.27802,
2015-07-25,288.164,290.733,286.0020142,288.69699,
2015-07-26,288.64001,293.052002,287.70599,292.686,
2015-07-27,292.63901,297.77399,287.45001,293.62399,
2015-07-28,293.633,296.64899,293.423,294.427,
2015-07-29,294.48401,294.53601,288.77701,289.59,
2015-07-30,289.103,290.12601,286.56799,287.72198,
2015-07-31,287.69601,288.95901,282.34399,284.64999,
2015-08-01,284.686,284.93201,278.112,281.60101,
2015-08-02,280.44901,283.032013,277.52899,282.61401,
2015-08-03,282.806,285.47101,280.233,281.22699,
2015-08-04,281.22501,285.715,281.22501,285.21799,
2015-08-05,284.84698,285.50101,281.48801,281.88199,
2015-08-06,281.90601,281.90601,278.40302,278.577,
2015-08-07,278.741,280.392,276.366,279.58499,
2015-08-08,279.742,279.92801,260.70999,260.99701,
2015-08-09,261.116,267.0029907,260.46799,265.083008,
2015-08-10,265.478,267.032013,262.59601,264.47,
2015-08-11,264.34201,270.38599,264.093994,270.38599,
2015-08-12,270.59799,270.673,265.46899,266.37601,
2015-08-13,266.18301,266.23199,262.841,264.079987,
2015-08-14,264.13199,267.466,261.478,265.67999,
2015-08-15,265.52899,266.66699,261.29599,261.55099,
2015-08-16,261.866,262.44,257.040985,258.50699,
2015-08-17,258.48999,260.505,257.117,257.97601,
2015-08-18,257.92599,257.99301,211.078995,211.078995,
