coin,fundingRate,premium,time
BTC,0.00125,-0.0001674299,2026-01-30 20:00:00.041
BTC,0.00125,-0.000211751,2026-01-30 21:00:00.006
BTC,0.00125,-0.0001581698,2026-01-30 22:00:00.001
BTC,0.00125,-0.0002372936,2026-01-30 23:00:00.031
BTC,0.00125,-0.0001920129,2026-01-31 00:00:00.171
BTC,0.00125,-0.0002507612,2026-01-31 01:00:00.100
BTC,0.00125,-0.0003608769,2026-01-31 02:00:00.068
BTC,0.00125,-0.0003686937,2026-01-31 03:00:00.097
BTC,0.00125,-0.0003767444,2026-01-31 04:00:00.012
BTC,0.00125,-0.0003542451,2026-01-31 05:00:00.026
BTC,0.0009678099999999999,-0.0004225749,2026-01-31 06:00:00.002
BTC,0.00101474,-0.0004188206,2026-01-31 07:00:00.010
BTC,0.0006719499999999999,-0.0004462437,2026-01-31 08:00:00.049
BTC,0.00125,-0.0003720527,2026-01-31 09:00:00.076
BTC,0.00125,-0.0002855024,2026-01-31 10:00:00.022
BTC,0.00125,-0.0003727515,2026-01-31 11:00:00.050
BTC,0.0010816699999999999,-0.0004134664,2026-01-31 12:00:00.105
BTC,0.00125,-0.0003794272,2026-01-31 13:00:00.035
BTC,0.00125,-0.0003523293,2026-01-31 14:00:00.027
BTC,0.00064638,-0.0004482898,2026-01-31 15:00:00.033
BTC,0.00125,-0.0003485965,2026-01-31 16:00:00.091
BTC,0.00121998,-0.0004024016,2026-01-31 17:00:00.030
BTC,-0.00038611,-0.0005308885,2026-01-31 18:00:00.057
BTC,0.00109358,-0.0004125133,2026-01-31 19:00:00.118
BTC,0.00125,-0.0002994271,2026-01-31 20:00:00.081
BTC,0.00125,-0.0002386246,2026-01-31 21:00:00.058
BTC,0.00125,-0.0001754114,2026-01-31 22:00:00.056
BTC,0.00125,-0.0001724701,2026-01-31 23:00:00.088
BTC,0.00125,-0.0001651195,2026-02-01 00:00:00.016
BTC,0.00125,-0.0001248603,2026-02-01 01:00:00.017
BTC,0.00125,-0.0002045581,2026-02-01 02:00:00.052
BTC,0.00125,-0.0002292931,2026-02-01 03:00:00.047
BTC,0.00125,-0.0002309245,2026-02-01 04:00:00.091
BTC,0.00125,-0.0002556101,2026-02-01 05:00:00.008
BTC,0.00125,-0.0003249399,2026-02-01 06:00:00.029
BTC,0.00125,-0.0003348217,2026-02-01 07:00:00.060
BTC,0.00125,-0.0003752063,2026-02-01 08:00:00.056
BTC,0.00125,-0.0003808579,2026-02-01 09:00:00.000
BTC,0.00125,-0.0003971574,2026-02-01 10:00:00.092
BTC,0.00125,-0.0003801519,2026-02-01 11:00:00.017
BTC,0.00115331,-0.0004077353,2026-02-01 12:00:00.097
BTC,0.0006364000000000001,-0.0004490876,2026-02-01 13:00:00.026
BTC,0.0007215,-0.0004422802,2026-02-01 14:00:00.096
BTC,0.00017702,-0.0004858385,2026-02-01 15:00:00.019
BTC,0.00044877000000000003,-0.0004640983,2026-02-01 16:00:00.034
BTC,0.00053523,-0.0004571817,2026-02-01 17:00:00.041
BTC,0.0011733,-0.0004061358,2026-02-01 18:00:00.062
BTC,0.00103155,-0.0004174759,2026-02-01 19:00:00.042
BTC,0.00037766,-0.0004697876,2026-02-01 20:00:00.067
BTC,0.00032314,-0.0004741486,2026-02-01 21:00:00.104
BTC,0.00042270000000000003,-0.0004661843,2026-02-01 22:00:00.015
BTC,0.00041339,-0.0004669285,2026-02-01 23:00:00.006
BTC,-0.0005123500000000001,-0.0005409882,2026-02-02 00:00:00.059
BTC,0.00025014,-0.0004799891,2026-02-02 01:00:00.038
BTC,0.00022263000000000003,-0.0004821897,2026-02-02 02:00:00.017
BTC,-0.00044058000000000004,-0.0005352463,2026-02-02 03:00:00.062
BTC,-0.00137156,-0.000609725,2026-02-02 04:00:00.064
BTC,-0.00040263,-0.0005322103,2026-02-02 05:00:00.106
BTC,-0.0008769499999999999,-0.000570156,2026-02-02 06:00:00.074
BTC,-0.0008114899999999999,-0.000564919,2026-02-02 07:00:00.020
BTC,-0.00095544,-0.0005764354,2026-02-02 08:00:00.007
BTC,-0.0005869,-0.0005469517,2026-02-02 09:00:00.043
BTC,-0.0005101600000000001,-0.0005408128,2026-02-02 10:00:00.084
