date,open,high,low,close,volume
2021-01-19,3800000,3925045,3736570,3736570,
2021-01-20,3733460,3782686,3479126,3684869,
2021-01-21,3683531,3692707,3111124,3184433,
2021-01-22,3184429,3511163,2972018,3423812,
2021-01-23,3423811,3471998,3263081,3332124,
2021-01-24,3332124,3430000,3219064,3350424,
2021-01-25,3350424,3618839,3319149,3353886,
2021-01-26,3352232,3405550,3203424,3363982,
2021-01-27,3363982,3371527,3057000,3169444,
2021-01-28,3167896,3520000,3125196,3479050,
2021-01-29,3480542,3991270,3331660,3576069,
2021-01-30,3576069,3637607,3436827,3579626,
2021-01-31,3579626,3586441,3362208,3456656,
2021-02-01,3456656,3603000,3378955,3486653,
2021-02-02,3485976,3743000,3478159,3710745,
2021-02-03,3712619,3933826,3702680,3933826,
2021-02-04,3932798,4059106,3810000,3866243,
2021-02-05,4016030,4037871,3930000,4036257,
2021-02-06,4036260,4297859,4025527,4131000,
2021-02-07,4131757,4175550,3937700,4092086,
2021-02-08,4097000,4883796,4020368,4875000,
2021-02-09,4875000,5034204,4715000,4874233,
2021-02-10,4874233,4950520,4596274,4702444,
2021-02-11,4704412,5080000,4617568,5015560,
2021-02-12,5014707,5099996,4877001,4973709,
2021-02-13,4972983,5040456,4900997,4954980,
2021-02-14,4957394,5195000,4949415,5111984,
2021-02-15,5111984,5153000,4865571,5055269,
2021-02-16,5055269,5274099,4968222,5207275,
2021-02-17,5206161,5559597,5197128,5526975,
2021-02-18,5526975,5555000,5388372,5456000,
2021-02-19,5456000,5952626,5377310,5911243,
2021-02-20,5910646,6068900,5760000,5916593,
2021-02-21,5910000,6139502,5881148,6079938,
2021-02-22,6080178,6086005,5080000,5687123,
2021-02-23,5687069,5687069,4718643,5176658,
2021-02-24,5175528,5440000,4983488,5278563,
2021-02-25,5281086,5528568,4992567,5024202,
2021-02-26,5024775,5158752,4700000,4941439,
2021-02-27,4940000,5154384,4820423,4928833,
2021-02-28,4932453,4968000,4600543,4820000,
2021-03-01,4819026,5322192,4804020,5308636,
2021-03-02,5310495,5369800,5037050,5179561,
2021-03-03,5178380,5624452,5147179,5403023,
2021-03-04,5401948,5537101,5135416,5223621,
2021-03-05,5223621,5346223,5007619,5288600,
2021-03-06,5288600,5321951,5105323,5285300,
2021-03-07,5285300,5550000,5285300,5506516,
2021-03-08,5513976,5672908,5351124,5672908,
2021-03-09,5675497,5954689,5649440,5944000,
2021-03-10,5943999,6181331,5785784,6043320,
2021-03-11,6045620,6298000,5907914,6275454,
2021-03-12,6272402,6296218,6028734,6230001,
2021-03-13,6230001,6705999,6124230,6680000,
2021-03-14,6680000,6729650,6436535,6436535,
2021-03-15,6436960,6610350,6052857,6087726,
2021-03-16,6080469,6199369,5833855,6199369,
2021-03-17,6200000,6413979,5944208,6411592,
2021-03-18,6411597,6540199,6216764,6282060,
2021-03-19,6282060,6464382,6126677,6327712,
2021-03-20,6327712,6514379,6309186,6333656,
2021-03-21,6333787,6378414,6077941,6253848,
2021-03-22,6253848,6340594,5890000,5894455,
2021-03-23,5894280,6070480,5788010,5910200,
2021-03-24,5910200,6219294,5668256,5701302,
2021-03-25,5701302,5805314,5505000,5609843,
2021-03-26,5609843,6042500,5609001,6042500,
2021-03-27,6042500,6185000,5920564,6125000,
2021-03-28,6122064,6180001,5997560,6123773,
2021-03-29,6123773,6374045,6009881,6323324,
2021-03-30,6323324,6540162,6273170,6470044,
2021-03-31,6470044,6600000,6317008,6508304,
2021-04-01,6508322,6571310,6419016,6496500,
2021-04-02,6496500,6643000,6477651,6539265,
2021-04-03,6539265,6607156,6329997,6345350,
2021-04-04,6345350,6477880,6275356,6448651,
2021-04-05,6448651,6514589,6302944,6509447,
2021-04-06,6509889,6540015,6320500,6376618,
2021-04-07,6376618,6438422,6106934,6172602,
2021-04-08,6171677,6356405,6150000,6356405,
2021-04-09,6356405,6453396,6329774,6380272,
2021-04-10,6381915,6673238,6358897,6556004,
2021-04-11,6556004,6642685,6500035,6578585,
2021-04-12,6578585,6689999,6534051,6567250,
2021-04-13,6567250,6952123,6565300,6925000,
2021-04-14,6926214,7050000,6707193,6877778,
2021-04-15,6877778,6928447,6776999,6880000,
2021-04-16,6880000,6912710,6568231,6707828,
2021-04-17,6707828,6805099,6551248,6567503,
2021-04-18,6567503,6605347,5822675,6183588,
2021-04-19,6185181,6320851,5888133,6023463,
2021-04-20,6023463,6171518,5807688,6113757,
2021-04-21,6112204,6137706,5803315,5825183,
2021-04-22,5825183,5992273,5462399,5575270,
2021-04-23,5575084,5603936,5116312,5532234,
2021-04-24,5535002,5539101,5277733,5401874,
2021-04-25,5401874,5460000,5100000,5297648,
2021-04-26,5297648,5882664,5269900,5856666,
2021-04-27,5856666,6026539,5787001,5994000,
2021-04-28,5994000,6108092,5868339,5958710,
2021-04-29,5955697,5990292,5713865,5843493,
2021-04-30,5846080,6341000,5796032,6320000,
2021-05-01,6320000,6400000,6253014,6333500,
2021-05-02,6333500,6344841,6153000,6201631,
2021-05-03,6201631,6465940,6187097,6257167,
2021-05-04,6257167,6258258,5831235,5840000,
2021-05-05,5836294,6329265,5814638,6282003,
2021-05-06,6281414,6366766,6036436,6162985,
2021-05-07,6160793,6351693,6035632,6235370,
2021-05-08,6235370,6445000,6195555,6398654,
2021-05-09,6398654,6436083,6157701,6335150,
2021-05-10,6333342,6479515,5953757,6091288,
2021-05-11,6091288,6188000,5964806,6171417,
2021-05-12,6171417,6309000,5378787,5465663,
2021-05-13,5450289,5644941,5160000,5448830,
2021-05-14,5448830,5641000,5360000,5467820,
2021-05-15,5467820,5545236,5107573,5119637,
2021-05-16,5117180,5444444,4806278,5087808,
2021-05-17,5087808,5108888,4610787,4759999,
2021-05-18,4760000,5004157,4625663,4678949,
2021-05-19,4680874,4761078,3510978,4026138,
2021-05-20,4026138,4646538,3849040,4441300,
2021-05-21,4441300,4606321,3698150,4082988,
2021-05-22,4083642,4228316,3865558,4092900,
2021-05-23,4091524,4170000,3407040,3783661,
2021-05-24,3785587,4335579,3750500,4234327,
2021-05-25,4237878,4340000,3985591,4180751,
2021-05-26,4182339,4450431,4126238,4297698,
2021-05-27,4297698,4419074,4068971,4236850,
2021-05-28,4238622,4270243,3821623,3930002,
2021-05-29,3930002,4090019,3712215,3822069,
2021-05-30,3824164,3999863,3700013,3920605,
2021-05-31,3920605,4106803,3765000,4083455,
2021-06-01,4083455,4151934,3913451,4021000,
2021-06-02,4021000,4188895,3945363,4120176,
2021-06-03,4119394,4329944,4085961,4327000,
2021-06-04,4328309,4328309,3928290,4044706,
2021-06-05,4044706,4154556,3831251,3899450,
2021-06-06,3899450,3997890,3871991,3928699,
2021-06-07,3928699,4033365,3663824,3677468,
2021-06-08,3677468,3730208,3404182,3654700,
2021-06-09,3654700,4116999,3551111,4101256,
2021-06-10,4098716,4193045,3920000,4016156,
2021-06-11,4016156,4127210,3942976,4094685,
2021-06-12,4096165,4104494,3815552,3902996,
2021-06-13,3904362,4307868,3833128,4278249,
2021-06-14,4278249,4501562,4255000,4457873,
2021-06-15,4457871,4549335,4362609,4423174,
2021-06-16,4423174,4457752,4229534,4255054,
2021-06-17,4255054,4373359,4130833,4204003,
2021-06-18,4204780,4210778,3882685,3958669,
2021-06-19,3958669,4018810,3852874,3917150,
2021-06-20,3916594,3970236,3683264,3919723,
2021-06-21,3919723,3932086,3453547,3490846,
2021-06-22,3491419,3683855,3200000,3596647,
2021-06-23,3597263,3856997,3513864,3740959,
2021-06-24,3741992,3899828,3597000,3844100,
2021-06-25,3844100,3934000,3474365,3505346,
2021-06-26,3505346,3620050,3351737,3586652,
2021-06-27,3575317,3840830,3550000,3840830,
2021-06-28,3843000,3896147,3760000,3813979,
2021-06-29,3815362,4037746,3786044,3968198,
2021-06-30,3968198,3986710,3786305,3900000,
2021-07-01,3900000,3900000,3665528,3741328,
2021-07-02,3741328,3786950,3654936,3754712,
2021-07-03,3754712,3878528,3710015,3854321,
2021-07-04,3862122,3985400,3855000,3921388,
2021-07-05,3921388,3921388,3685000,3739033,
2021-07-06,3739635,3881402,3724902,3789958,
2021-07-07,3786710,3876645,3743542,3751927,
2021-07-08,3751927,3758058,3532219,3583193,
2021-07-09,3631099,3754000,3593446,3723920,
2021-07-10,3723920,3772829,3641000,3692116,
2021-07-11,3692116,3800000,3673912,3772000,
2021-07-12,3774000,3816663,3604391,3656342,
2021-07-13,3655000,3681418,3563634,3619789,
2021-07-14,3619789,3642441,3499000,3609660,
2021-07-15,3609660,3645708,3430260,3503330,
2021-07-16,3503330,3550060,3424000,3459141,
2021-07-17,3459141,3518900,3435450,3474367,
2021-07-18,3474367,3569999,3431839,3494352,
2021-07-19,3494352,3508073,3330000,3380579,
2021-07-20,3381285,3401399,3211962,3276000,
2021-07-21,3276000,3616000,3246953,3542668,
2021-07-22,3545000,3575000,3500520,3555000,
2021-07-23,3555000,3720011,3538192,3720011,
2021-07-24,3720535,3760049,3694210,3740000,
2021-07-25,3838229,3898883,3738620,3897751,
2021-07-26,3899000,4440000,3882879,4099000,
2021-07-27,4099000,4335968,4005065,4333864,
2021-07-28,4331401,4495035,4278283,4396326,
2021-07-29,4397063,4455999,4314548,4377710,
2021-07-30,4377710,4632355,4201000,4627607,
2021-07-31,4624840,4639768,4506226,4546388,
2021-08-01,4547700,4667316,4332730,4378000,
2021-08-02,4378000,4438829,4231099,4281000,
2021-08-03,4281000,4347000,4115000,4165429,
2021-08-04,4165429,4374819,4100391,4350000,
2021-08-05,4350000,4538000,4094357,4485000,
2021-08-06,4485000,4751123,4380002,4708477,
2021-08-07,4708477,4920000,4684000,4911625,
2021-08-08,4911625,4993333,4774376,4834501,
2021-08-09,4833496,5113999,4720999,5100244,
2021-08-10,5099219,5143548,4939816,5038669,
2021-08-11,5038669,5165998,5016798,5031705,
2021-08-12,5031188,5103000,4836265,4903825,
2021-08-13,4903825,5241086,4888230,5234999,
2021-08-14,5235000,5257776,5040101,5163907,
2021-08-15,5163907,5189404,4990936,5143330,
2021-08-16,5143330,5234691,4992504,5019039,
2021-08-17,5019039,5150000,4871158,4895017,
2021-08-18,4896898,5053016,4851472,4913000,
2021-08-19,4913000,5156894,4840300,5127834,
2021-08-20,5131361,5387945,5119081,5386824,
2021-08-21,5386825,5439000,5287921,5358003,
2021-08-22,5358003,5414623,5273932,5389358,
2021-08-23,5389358,5477099,5375999,5428951,
2021-08-24,5428000,5467674,5230000,5241647,
2021-08-25,5236328,5409124,5176879,5383889,
2021-08-26,5383889,5426107,5107898,5157976,
2021-08-27,5154311,5384086,5102574,5377352,
2021-08-28,5377352,5400500,5299519,5352931,
2021-08-29,5355000,5416263,5247738,5314447,
2021-08-30,5314447,5327888,5146625,5157915,
2021-08-31,5157915,5277000,5125190,5180461,
2021-09-01,5180461,5388888,5127688,5370667,
