coin,fundingRate,premium,time,funding_zscore,liquidation_risk
BTC,0.0004629599999999,-0.0004629631,2026-01-21 08:00:00.028,-0.1801681263872093,normal
BTC,0.00027104,-0.0004783168,2026-01-21 09:00:00.046,-0.39245502100804075,normal
BTC,0.00089516,-0.0004283876,2026-01-21 10:00:00.018,0.2978977127915756,normal
BTC,0.0009092999999999,-0.0004272563,2026-01-21 11:00:00.027,0.3135382749524702,normal
BTC,0.00040105,-0.0004679159,2026-01-21 12:00:00.031,-0.24864812662669078,normal
BTC,-0.00209604,-0.0006676833,2026-01-21 13:00:00.094,-3.010733796119231,short_squeeze_risk
BTC,-0.00119173,-0.0005953387,2026-01-21 14:00:00.007,-2.010456796980714,short_squeeze_risk
BTC,-0.00025157,-0.0005201258,2026-01-21 15:00:00.012,-0.9705253315429019,normal
BTC,-0.0010386,-0.0005830879,2026-01-21 16:00:00.016,-1.8410763667321477,normal
BTC,-0.00253967,-0.0007031738,2026-01-21 17:00:00.079,-3.50144260739835,short_squeeze_risk
BTC,-0.00120153,-0.0005961228,2026-01-21 18:00:00.006,-2.021296790557648,short_squeeze_risk
BTC,-0.00025832,-0.0005206656,2026-01-21 19:00:00.021,-0.9779916536494638,normal
BTC,-0.00010094,-0.0005080755,2026-01-21 20:00:00.017,-0.8039102057782472,normal
BTC,0.00117391,-0.0004060869,2026-01-21 21:00:00.045,0.6062291627477429,normal
BTC,-0.00011509,-0.0005092073,2026-01-21 22:00:00.093,-0.8195618291571881,normal
BTC,-0.00061651,-0.0005493212,2026-01-21 23:00:00.012,-1.3741934188864127,normal
BTC,-0.00071632,-0.0005573057,2026-01-22 00:00:00.068,-1.484595435102108,normal
BTC,8.266e-05,-0.0004933872,2026-01-22 01:00:00.076,-0.6008262444797637,normal
BTC,-0.00063379,-0.0005507032,2026-01-22 02:00:00.069,-1.393307203479211,normal
BTC,-0.0001154299999999,-0.0005092341,2026-01-22 03:00:00.112,-0.8199379105668895,normal
BTC,-0.00066586,-0.0005532688,2026-01-22 04:00:00.005,-1.428780529398832,normal
BTC,-0.00035447,-0.0005283576,2026-01-22 05:00:00.033,-1.084345264100712,normal
BTC,-0.00018197,-0.0005145578,2026-01-22 06:00:00.029,-0.893539254710797,normal
BTC,0.00031321,-0.0004749433,2026-01-22 07:00:00.022,-0.34580986497341626,normal
BTC,-0.0001065,-0.0005085196,2026-01-22 08:00:00.084,-0.8100602429504672,normal
BTC,-0.00027399,-0.000521919,2026-01-22 09:00:00.040,-0.995324582154623,normal
BTC,0.00045173,-0.0004638612,2026-01-22 10:00:00.057,-0.19258987412883052,normal
BTC,0.00062815,-0.0004497477,2026-01-22 11:00:00.047,0.0025521326918582637,normal
BTC,0.00040653,-0.0004674779,2026-01-22 12:00:00.063,-0.24258657919795612,normal
BTC,0.00025527,-0.0004795785,2026-01-22 13:00:00.020,-0.4098985616925565,normal
BTC,0.00012142,-0.0004902862,2026-01-22 14:00:00.092,-0.557952963761195,normal
BTC,-0.00010713,-0.0005085701,2026-01-22 15:00:00.007,-0.8107570996804129,normal
BTC,0.00014261,-0.0004885916,2026-01-22 16:00:00.083,-0.5345142429555585,normal
BTC,0.00060027,-0.0004519787,2026-01-22 17:00:00.035,-0.02828654291272626,normal
BTC,0.00125,-0.0003580393,2026-01-22 18:00:00.004,0.6903939700200828,normal
BTC,0.00125,-0.0002823521,2026-01-22 19:00:00.016,0.6903939700200828,normal
BTC,0.00125,-0.000308624,2026-01-22 20:00:00.017,0.6903939700200828,normal
BTC,0.00029029,-0.0004767771,2026-01-22 21:00:00.096,-0.3711621764819198,normal
BTC,-0.00011276,-0.0005090205,2026-01-22 22:00:00.013,-0.8169845653781823,normal
BTC,-0.0029869099999999,-0.0007389531,2026-01-22 23:00:00.019,-3.9961445183521267,short_squeeze_risk
BTC,-0.00205783,-0.0006646264,2026-01-23 00:00:00.009,-2.9684688823871226,short_squeeze_risk
BTC,-0.00177206,-0.0006417646,2026-01-23 01:00:00.034,-2.6523724574401313,short_squeeze_risk
